question,answer,cot,category
"In Alice's Wonderland dictionary, which words start with the letter ""m""?","magical, map, message, mirror, mountain, mouse, mysterious","Words starting with ""m"": magical, map, message, mirror, mountain, mouse, mysterious (7 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""m?g??al""?",magical,"The pattern ""m?g??al"" is a 7-letter word. From the Wonderland dictionary, ""magical"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??gica?""?",magical,"The pattern ""??gica?"" is a 7-letter word. From the Wonderland dictionary, ""magical"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""w??e""?",wise,"The pattern ""w??e"" is a 4-letter word. From the Wonderland dictionary, ""wise"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match ""?u??le""?","puzzle, turtle","The pattern ""?u??le"" matches 2 Wonderland words: puzzle, turtle. Context from the cipher mapping would be needed to disambiguate.",pattern_match_ambiguous
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?o?er""?",tower,"The pattern ""?o?er"" is a 5-letter word. From the Wonderland dictionary, ""tower"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""throu?h""?",through,"The pattern ""throu?h"" is a 7-letter word. From the Wonderland dictionary, ""through"" matches.",pattern_match
"Is the word ""library"" in Alice's Wonderland dictionary?",Yes,"Yes, ""library"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""write?""?",writes,"The pattern ""write?"" is a 6-letter word. From the Wonderland dictionary, ""writes"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""r?a??""?",reads,"The pattern ""r?a??"" is a 5-letter word. From the Wonderland dictionary, ""reads"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""co??rful""?",colorful,"The pattern ""co??rful"" is a 8-letter word. From the Wonderland dictionary, ""colorful"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""u?de?""?",under,"The pattern ""u?de?"" is a 5-letter word. From the Wonderland dictionary, ""under"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?arden""?",garden,"The pattern ""?arden"" is a 6-letter word. From the Wonderland dictionary, ""garden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?s?le""?",castle,"The pattern ""c?s?le"" is a 6-letter word. From the Wonderland dictionary, ""castle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t?w?r""?",tower,"The pattern ""t?w?r"" is a 5-letter word. From the Wonderland dictionary, ""tower"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""u"" through ""z"".","under, valley, village, watches, wise, wizard, wonderland, writes","Wonderland words from ""u"" to ""z"": under, valley, village, watches, wise, wizard, wonderland, writes (8 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??a?on""?",dragon,"The pattern ""??a?on"" is a 6-letter word. From the Wonderland dictionary, ""dragon"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???ates""?",creates,"The pattern ""???ates"" is a 7-letter word. From the Wonderland dictionary, ""creates"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""foll?ws""?",follows,"The pattern ""foll?ws"" is a 7-letter word. From the Wonderland dictionary, ""follows"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""a"" through ""d"".","above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams","Wonderland words from ""a"" to ""d"": above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams (23 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""dr??on""?",dragon,"The pattern ""dr??on"" is a 6-letter word. From the Wonderland dictionary, ""dragon"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""b?ok""?",book,"The pattern ""b?ok"" is a 4-letter word. From the Wonderland dictionary, ""book"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""c""?","castle, cat, cave, chases, clever, colorful, creates, crystal, curious","Words starting with ""c"": castle, cat, cave, chases, clever, colorful, creates, crystal, curious (9 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?bov?""?",above,"The pattern ""?bov?"" is a 5-letter word. From the Wonderland dictionary, ""above"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?eacher""?",teacher,"The pattern ""?eacher"" is a 7-letter word. From the Wonderland dictionary, ""teacher"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ol??n""?",golden,"The pattern ""?ol??n"" is a 6-letter word. From the Wonderland dictionary, ""golden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?ri?us""?",curious,"The pattern ""c?ri?us"" is a 7-letter word. From the Wonderland dictionary, ""curious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""k?y""?",key,"The pattern ""k?y"" is a 3-letter word. From the Wonderland dictionary, ""key"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""str?nge""?",strange,"The pattern ""str?nge"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""n?ar""?",near,"The pattern ""n?ar"" is a 4-letter word. From the Wonderland dictionary, ""near"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?sl?nd""?",island,"The pattern ""?sl?nd"" is a 6-letter word. From the Wonderland dictionary, ""island"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""vil?age""?",village,"The pattern ""vil?age"" is a 7-letter word. From the Wonderland dictionary, ""village"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?eyo?d""?",beyond,"The pattern ""?eyo?d"" is a 6-letter word. From the Wonderland dictionary, ""beyond"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t??""?",the,"The pattern ""t??"" is a 3-letter word. From the Wonderland dictionary, ""the"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?h?ses""?",chases,"The pattern ""?h?ses"" is a 6-letter word. From the Wonderland dictionary, ""chases"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""stra?ge""?",strange,"The pattern ""stra?ge"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""u???r""?",under,"The pattern ""u???r"" is a 5-letter word. From the Wonderland dictionary, ""under"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""li???ry""?",library,"The pattern ""li???ry"" is a 7-letter word. From the Wonderland dictionary, ""library"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""teac?er""?",teacher,"The pattern ""teac?er"" is a 7-letter word. From the Wonderland dictionary, ""teacher"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""t""?","teacher, the, through, tower, treasure, turtle","Words starting with ""t"": teacher, the, through, tower, treasure, turtle (6 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""cur?ous""?",curious,"The pattern ""cur?ous"" is a 7-letter word. From the Wonderland dictionary, ""curious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s?ud?es""?",studies,"The pattern ""s?ud?es"" is a 7-letter word. From the Wonderland dictionary, ""studies"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""won?erla?d""?",wonderland,"The pattern ""won?erla?d"" is a 10-letter word. From the Wonderland dictionary, ""wonderland"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ne?r""?",near,"The pattern ""ne?r"" is a 4-letter word. From the Wonderland dictionary, ""near"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??ig?t""?","bright, knight","The pattern ""??ig?t"" is a 6-letter word. From the Wonderland dictionary, 2 words match: bright, knight.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""aro?nd""?",around,"The pattern ""aro?nd"" is a 6-letter word. From the Wonderland dictionary, ""around"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""m??""?",map,"The pattern ""m??"" is a 3-letter word. From the Wonderland dictionary, ""map"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""cr?st?l""?",crystal,"The pattern ""cr?st?l"" is a 7-letter word. From the Wonderland dictionary, ""crystal"" matches.",pattern_match
"Is the word ""under"" in Alice's Wonderland dictionary?",Yes,"Yes, ""under"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""val?e?""?",valley,"The pattern ""val?e?"" is a 6-letter word. From the Wonderland dictionary, ""valley"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""pal?ce""?",palace,"The pattern ""pal?ce"" is a 6-letter word. From the Wonderland dictionary, ""palace"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?olden""?",golden,"The pattern ""?olden"" is a 6-letter word. From the Wonderland dictionary, ""golden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??ok""?",book,"The pattern ""??ok"" is a 4-letter word. From the Wonderland dictionary, ""book"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""n?ar""?",near,"The pattern ""n?ar"" is a 4-letter word. From the Wonderland dictionary, ""near"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""imagin?s""?",imagines,"The pattern ""imagin?s"" is a 8-letter word. From the Wonderland dictionary, ""imagines"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to objects.","book, door, key, map, message, mirror, potion, treasure","Wonderland words related to objects: book, door, key, map, message, mirror, potion, treasure (8 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""th??ugh""?",through,"The pattern ""th??ugh"" is a 7-letter word. From the Wonderland dictionary, ""through"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to people/characters.","alice, hatter, king, knight, princess, queen, rabbit, student, teacher, wizard","Wonderland words related to people/characters: alice, hatter, king, knight, princess, queen, rabbit, student, teacher, wizard (10 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ns??e""?",inside,"The pattern ""?ns??e"" is a 6-letter word. From the Wonderland dictionary, ""inside"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wri?es""?",writes,"The pattern ""wri?es"" is a 6-letter word. From the Wonderland dictionary, ""writes"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""m?g??al""?",magical,"The pattern ""m?g??al"" is a 7-letter word. From the Wonderland dictionary, ""magical"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""po???n""?",potion,"The pattern ""po???n"" is a 6-letter word. From the Wonderland dictionary, ""potion"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""te?ch??""?",teacher,"The pattern ""te?ch??"" is a 7-letter word. From the Wonderland dictionary, ""teacher"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??s?de""?",inside,"The pattern ""??s?de"" is a 6-letter word. From the Wonderland dictionary, ""inside"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to animals.","bird, cat, mouse, rabbit, turtle","Wonderland words related to animals: bird, cat, mouse, rabbit, turtle (5 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ib?ar?""?",library,"The pattern ""?ib?ar?"" is a 7-letter word. From the Wonderland dictionary, ""library"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???terious""?",mysterious,"The pattern ""???terious"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""mysteriou?""?",mysterious,"The pattern ""mysteriou?"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""scho??""?",school,"The pattern ""scho??"" is a 6-letter word. From the Wonderland dictionary, ""school"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to objects.","book, door, key, map, message, mirror, potion, treasure","Wonderland words related to objects: book, door, key, map, message, mirror, potion, treasure (8 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t??er""?",tower,"The pattern ""t??er"" is a 5-letter word. From the Wonderland dictionary, ""tower"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""co?orful""?",colorful,"The pattern ""co?orful"" is a 8-letter word. From the Wonderland dictionary, ""colorful"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to animals.","bird, cat, mouse, rabbit, turtle","Wonderland words related to animals: bird, cat, mouse, rabbit, turtle (5 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?rysta?""?",crystal,"The pattern ""?rysta?"" is a 7-letter word. From the Wonderland dictionary, ""crystal"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""rabb??""?",rabbit,"The pattern ""rabb??"" is a 6-letter word. From the Wonderland dictionary, ""rabbit"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to objects.","book, door, key, map, message, mirror, potion, treasure","Wonderland words related to objects: book, door, key, map, message, mirror, potion, treasure (8 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""m?gi?al""?",magical,"The pattern ""m?gi?al"" is a 7-letter word. From the Wonderland dictionary, ""magical"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??ic?""?",alice,"The pattern ""??ic?"" is a 5-letter word. From the Wonderland dictionary, ""alice"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""dr?ams""?",dreams,"The pattern ""dr?ams"" is a 6-letter word. From the Wonderland dictionary, ""dreams"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???bit""?",rabbit,"The pattern ""???bit"" is a 6-letter word. From the Wonderland dictionary, ""rabbit"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""b??k""?",book,"The pattern ""b??k"" is a 4-letter word. From the Wonderland dictionary, ""book"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to verbs/actions.","chases, creates, discovers, draws, dreams, explores, follows, imagines, reads, sees, studies, watches, writes","Wonderland words related to verbs/actions: chases, creates, discovers, draws, dreams, explores, follows, imagines, reads, sees, studies, watches, writes (13 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?agical""?",magical,"The pattern ""?agical"" is a 7-letter word. From the Wonderland dictionary, ""magical"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""rab?i?""?",rabbit,"The pattern ""rab?i?"" is a 6-letter word. From the Wonderland dictionary, ""rabbit"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""v?llage""?",village,"The pattern ""v?llage"" is a 7-letter word. From the Wonderland dictionary, ""village"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""co?orful""?",colorful,"The pattern ""co?orful"" is a 8-letter word. From the Wonderland dictionary, ""colorful"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""drago?""?",dragon,"The pattern ""drago?"" is a 6-letter word. From the Wonderland dictionary, ""dragon"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""dar?""?",dark,"The pattern ""dar?"" is a 4-letter word. From the Wonderland dictionary, ""dark"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?h?oug?""?",through,"The pattern ""?h?oug?"" is a 7-letter word. From the Wonderland dictionary, ""through"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""p???le""?",puzzle,"The pattern ""p???le"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""pu?zl?""?",puzzle,"The pattern ""pu?zl?"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""alic?""?",alice,"The pattern ""alic?"" is a 5-letter word. From the Wonderland dictionary, ""alice"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""li?r?r?""?",library,"The pattern ""li?r?r?"" is a 7-letter word. From the Wonderland dictionary, ""library"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to verbs/actions.","chases, creates, discovers, draws, dreams, explores, follows, imagines, reads, sees, studies, watches, writes","Wonderland words related to verbs/actions: chases, creates, discovers, draws, dreams, explores, follows, imagines, reads, sees, studies, watches, writes (13 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""i??gines""?",imagines,"The pattern ""i??gines"" is a 8-letter word. From the Wonderland dictionary, ""imagines"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ear""?",near,"The pattern ""?ear"" is a 4-letter word. From the Wonderland dictionary, ""near"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""beyon?""?",beyond,"The pattern ""beyon?"" is a 6-letter word. From the Wonderland dictionary, ""beyond"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ar?""?",dark,"The pattern ""?ar?"" is a 4-letter word. From the Wonderland dictionary, ""dark"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""gard?n""?",garden,"The pattern ""gard?n"" is a 6-letter word. From the Wonderland dictionary, ""garden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?otion""?",potion,"The pattern ""?otion"" is a 6-letter word. From the Wonderland dictionary, ""potion"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???ches""?",watches,"The pattern ""???ches"" is a 7-letter word. From the Wonderland dictionary, ""watches"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""myste?iou?""?",mysterious,"The pattern ""myste?iou?"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""g??den""?","garden, golden","The pattern ""g??den"" is a 6-letter word. From the Wonderland dictionary, 2 words match: garden, golden.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""cr??t?s""?",creates,"The pattern ""cr??t?s"" is a 7-letter word. From the Wonderland dictionary, ""creates"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?l?rful""?",colorful,"The pattern ""c?l?rful"" is a 8-letter word. From the Wonderland dictionary, ""colorful"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""puz?le""?",puzzle,"The pattern ""puz?le"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""q"" through ""t"".","queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle","Wonderland words from ""q"" to ""t"": queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle (17 words).",recall_range
"In Alice's Wonderland dictionary, list words starting with letters ""i"" through ""l"".","imagines, in, inside, island, key, king, knight, library","Wonderland words from ""i"" to ""l"": imagines, in, inside, island, key, king, knight, library (8 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""secre?""?",secret,"The pattern ""secre?"" is a 6-letter word. From the Wonderland dictionary, ""secret"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""val?ey""?",valley,"The pattern ""val?ey"" is a 6-letter word. From the Wonderland dictionary, ""valley"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ou?d""?",found,"The pattern ""?ou?d"" is a 5-letter word. From the Wonderland dictionary, ""found"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?uee?""?",queen,"The pattern ""?uee?"" is a 5-letter word. From the Wonderland dictionary, ""queen"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""o???n""?",ocean,"The pattern ""o???n"" is a 5-letter word. From the Wonderland dictionary, ""ocean"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ha?ter""?",hatter,"The pattern ""ha?ter"" is a 6-letter word. From the Wonderland dictionary, ""hatter"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""w?z?rd""?",wizard,"The pattern ""w?z?rd"" is a 6-letter word. From the Wonderland dictionary, ""wizard"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""myst?rious""?",mysterious,"The pattern ""myst?rious"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""q?ee?""?",queen,"The pattern ""q?ee?"" is a 5-letter word. From the Wonderland dictionary, ""queen"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c??e""?",cave,"The pattern ""c??e"" is a 4-letter word. From the Wonderland dictionary, ""cave"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ch?ses""?",chases,"The pattern ""ch?ses"" is a 6-letter word. From the Wonderland dictionary, ""chases"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""b?rd""?",bird,"The pattern ""b?rd"" is a 4-letter word. From the Wonderland dictionary, ""bird"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""se?r?t""?",secret,"The pattern ""se?r?t"" is a 6-letter word. From the Wonderland dictionary, ""secret"" matches.",pattern_match
"Is the word ""ghost"" in Alice's Wonderland dictionary?",No,"No, ""ghost"" is not in the Wonderland dictionary. The 77 words do not include it.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""stu??es""?",studies,"The pattern ""stu??es"" is a 7-letter word. From the Wonderland dictionary, ""studies"" matches.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?tudie?""?",studies,"The pattern ""?tudie?"" is a 7-letter word. From the Wonderland dictionary, ""studies"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""sc?ool""?",school,"The pattern ""sc?ool"" is a 6-letter word. From the Wonderland dictionary, ""school"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""treas?re""?",treasure,"The pattern ""treas?re"" is a 8-letter word. From the Wonderland dictionary, ""treasure"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""be?o?d""?",beyond,"The pattern ""be?o?d"" is a 6-letter word. From the Wonderland dictionary, ""beyond"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""a?ound""?",around,"The pattern ""a?ound"" is a 6-letter word. From the Wonderland dictionary, ""around"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""u??er""?",under,"The pattern ""u??er"" is a 5-letter word. From the Wonderland dictionary, ""under"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""hidd?n""?",hidden,"The pattern ""hidd?n"" is a 6-letter word. From the Wonderland dictionary, ""hidden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""stu???t""?",student,"The pattern ""stu???t"" is a 7-letter word. From the Wonderland dictionary, ""student"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?c??ol""?",school,"The pattern ""?c??ol"" is a 6-letter word. From the Wonderland dictionary, ""school"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?r?w?""?",draws,"The pattern ""?r?w?"" is a 5-letter word. From the Wonderland dictionary, ""draws"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?rio??""?",curious,"The pattern ""c?rio??"" is a 7-letter word. From the Wonderland dictionary, ""curious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""pu???e""?",puzzle,"The pattern ""pu???e"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""e?plore?""?",explores,"The pattern ""e?plore?"" is a 8-letter word. From the Wonderland dictionary, ""explores"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""im?g??es""?",imagines,"The pattern ""im?g??es"" is a 8-letter word. From the Wonderland dictionary, ""imagines"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""watc?e?""?",watches,"The pattern ""watc?e?"" is a 7-letter word. From the Wonderland dictionary, ""watches"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?o?e?""?",tower,"The pattern ""?o?e?"" is a 5-letter word. From the Wonderland dictionary, ""tower"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wi?e""?",wise,"The pattern ""wi?e"" is a 4-letter word. From the Wonderland dictionary, ""wise"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""u"" through ""z"".","under, valley, village, watches, wise, wizard, wonderland, writes","Wonderland words from ""u"" to ""z"": under, valley, village, watches, wise, wizard, wonderland, writes (8 words).",recall_range
"In Alice's Wonderland dictionary, which words start with the letter ""f""?","follows, forest, found","Words starting with ""f"": follows, forest, found (3 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?mag?n?s""?",imagines,"The pattern ""?mag?n?s"" is a 8-letter word. From the Wonderland dictionary, ""imagines"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""v?l?ag?""?",village,"The pattern ""v?l?ag?"" is a 7-letter word. From the Wonderland dictionary, ""village"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""al?ce""?",alice,"The pattern ""al?ce"" is a 5-letter word. From the Wonderland dictionary, ""alice"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ap""?",map,"The pattern ""?ap"" is a 3-letter word. From the Wonderland dictionary, ""map"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""q???n""?",queen,"The pattern ""q???n"" is a 5-letter word. From the Wonderland dictionary, ""queen"" matches.",pattern_match
